"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
441,"Streptomyces griseus subsp. griseus","NRRL F-5144","SAMN02645278 ","PRJNA238534","GCA_000719355.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/355/GCA_000719355.1_ASM71935v1"
442,"Streptomyces sp. CNS606","CNS606","SAMN02441534 ","PRJNA195771","GCA_000426325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/325/GCA_000426325.1_ASM42632v1"
443,"Streptomyces rimosus subsp. rimosus","NRRL WC-3874","SAMN02645400 ","PRJNA238534","GCA_000718715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/715/GCA_000718715.1_ASM71871v1"
446,"Streptomyces sp. AW19M42","","SAMEA2272178 ","PRJEB4258","GCA_000470535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/535/GCA_000470535.1_STREPTOMYCES1"
447,"Streptomyces griseus subsp. griseus","NRRL F-5618","SAMN02645456 ","PRJNA238534","GCA_000719435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/435/GCA_000719435.1_ASM71943v1"
448,"Streptomyces albus","NBRC 13014","SAMD00023485 ","PRJDB3366","GCA_000813365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/365/GCA_000813365.1_ASM81336v1"
449,"Streptomyces scabiei","84-34","SAMN04440839 ","PRJNA309839","GCA_001550245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/550/245/GCA_001550245.1_ASM155024v1"
450,"Streptomyces scabiei","96-15","SAMN04441030 ","PRJNA309853","GCA_001550295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/550/295/GCA_001550295.1_ASM155029v1"
451,"Streptomyces albus subsp. albus","NRRL B-16041","SAMN02645201 ","PRJNA238534","GCA_000716945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/716/945/GCA_000716945.1_ASM71694v1"
452,"Streptomyces griseus subsp. griseus","NRRL F-5621","SAMN02645463 ","PRJNA238534","GCA_000719495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/495/GCA_000719495.1_ASM71949v1"
453,"Streptomyces sp. CNH099","CNH099","SAMN02597242 ","PRJNA169791","GCA_000514715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/514/715/GCA_000514715.1_ASM51471v1"
454,"Streptomyces rimosus subsp. rimosus","NRRL WC-3876","SAMN02645419 ","PRJNA238534","GCA_000718835.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/835/GCA_000718835.1_ASM71883v1"
455,"Streptomyces rimosus subsp. rimosus","NRRL WC-3882","SAMN02645421 ","PRJNA238534","GCA_000718865.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/718/865/GCA_000718865.1_ASM71886v1"
456,"Streptomyces sp. URHA0041","URHA0041","SAMN02841147 ","PRJNA213783","GCA_000701325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/325/GCA_000701325.1_ASM70132v1"
457,"Streptomyces griseus subsp. griseus","NRRL WC-3645","SAMN02645525 ","PRJNA238534","GCA_000720255.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/255/GCA_000720255.1_ASM72025v1"
458,"Streptomyces albus subsp. albus","NRRL B-2362","SAMN02645223 ","PRJNA238534","GCA_000720885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/885/GCA_000720885.1_ASM72088v1"
459,"Streptomyces scabiei","84-232","SAMN04432926 ","PRJNA309426","GCA_001572115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/115/GCA_001572115.1_ASM157211v1"
461,"Streptomyces albus subsp. albus","NRRL B-2445","SAMN02645227 ","PRJNA238534","GCA_000720915.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/915/GCA_000720915.1_ASM72091v1"
462,"Streptomyces griseus subsp. griseus","NRRL B-2621","SAMN02645239 ","PRJNA238534","GCA_000721035.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/035/GCA_000721035.1_ASM72103v1"
463,"Streptomyces sp. NRRL B-24484","NRRL B-24484","SAMN02645363 ","PRJNA238534","GCA_000717715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/717/715/GCA_000717715.1_ASM71771v1"
465,"Streptomyces rimosus subsp. rimosus","NRRL B-2660","SAMN02645244 ","PRJNA238534","GCA_000719185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/185/GCA_000719185.1_ASM71918v1"
466,"Streptomyces sp. NRRL S-87","NRRL S-87","SAMN02645444 ","PRJNA238534","GCA_000719335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/335/GCA_000719335.1_ASM71933v1"
467,"Streptomyces griseus subsp. rhodochrous","NRRL B-2930","SAMN02645255 ","PRJNA238534","GCA_000721205.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/205/GCA_000721205.1_ASM72120v1"
468,"Streptomyces albus subsp. albus","NRRL F-4371","SAMN03327484 ","PRJNA238534","GCA_001541145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/541/145/GCA_001541145.1_ASM154114v1"
469,"Streptomyces scabiei","S58","SAMD00034890 ","PRJDB4008","GCA_001485125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/125/GCA_001485125.1_ASM148512v1"
471,"Streptomyces griseus subsp. griseus","NRRL F-2227","SAMN02645514 ","PRJNA238534","GCA_000721575.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/575/GCA_000721575.1_ASM72157v1"
472,"Streptomyces sp. NRRL F-5135","NRRL F-5135","SAMN02645486 ","PRJNA238534","GCA_000719775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/719/775/GCA_000719775.1_ASM71977v1"
473,"Streptomyces rimosus subsp. rimosus","NRRL WC-3925","SAMN02645394 ","PRJNA238534","GCA_000720565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/565/GCA_000720565.1_ASM72056v1"
475,"Streptomyces sp. NRRL WC-3742","NRRL WC-3742","SAMN02645412 ","PRJNA238534","GCA_000720635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/635/GCA_000720635.1_ASM72063v1"
476,"Streptomyces griseus subsp. rhodochrous","NRRL B-2929","SAMN02900579 ","PRJNA238534","GCA_001270675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/675/GCA_001270675.1_ASM127067v1"
477,"Streptomyces albus subsp. albus","NRRL B-2513","SAMN02900578 ","PRJNA238534","GCA_001507455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/455/GCA_001507455.1_ASM150745v1"
478,"Streptomyces griseus subsp. griseus","NRRL WC-3066","SAMN03327495 ","PRJNA238534","GCA_001509565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/565/GCA_001509565.1_ASM150956v1"
479,"Streptomyces sp. NRRL F-5126","NRRL F-5126","SAMN02645277 ","PRJNA238534","GCA_000721265.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/265/GCA_000721265.1_ASM72126v1"
480,"Streptomyces rimosus subsp. rimosus","NRRL WC-3558","SAMN02645399 ","PRJNA238534","GCA_000720605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/605/GCA_000720605.1_ASM72060v1"
482,"Actinosporangium sp. NRRL B-3428","NRRL B-3428","SAMN02645465 ","PRJNA238534","GCA_000721375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/375/GCA_000721375.1_ASM72137v1"
483,"Streptomyces griseus","DSM 40236","SAMN04490359 ","PRJEB16483","GCA_900105705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/705/GCA_900105705.1_IMG-taxon_2634166340_annotated_assembly"
484,"Streptomyces griseus","S4-7","SAMN03320103 ","PRJNA237995","GCA_000932225.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/932/225/GCA_000932225.1_ASM93222v1"
485,"Streptomyces sp. NRRL F-5053","NRRL F-5053","SAMN02645488 ","PRJNA238534","GCA_000721445.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/445/GCA_000721445.1_ASM72144v1"
486,"Streptomyces rimosus subsp. rimosus","NRRL WC-3900","SAMN02645424 ","PRJNA238534","GCA_000720715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/715/GCA_000720715.1_ASM72071v1"
487,"Streptomyces rimosus subsp. rimosus","NRRL WC-3904","SAMN02645423 ","PRJNA238534","GCA_000720725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/725/GCA_000720725.1_ASM72072v1"
488,"Streptomyces sp. NRRL F-5123","NRRL F-5123","SAMN02645493 ","PRJNA238534","GCA_000721495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/495/GCA_000721495.1_ASM72149v1"
489,"Streptomyces griseus","BIG105","SAMN05293542 ","PRJNA326870","GCA_001715295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/295/GCA_001715295.1_ASM171529v1"
490,"Streptomyces griseus","NRRL B-2165","SAMN05558833 ","PRJNA293375","GCA_001723115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/115/GCA_001723115.1_ASM172311v1"
491,"Streptomyces sp. e14","e14","SAMN02595349 ","PRJNA38051","GCA_000162775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/775/GCA_000162775.1_ASM16277v1"
492,"Streptomyces rimosus subsp. rimosus","NRRL B-2626","SAMN02645240 ","PRJNA238534","GCA_000721045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/045/GCA_000721045.1_ASM72104v1"
493,"Streptomyces rimosus subsp. rimosus","NRRL B-2661","SAMN02645245 ","PRJNA238534","GCA_000721085.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/085/GCA_000721085.1_ASM72108v1"
494,"Streptomyces sp. AcH 505","AcH 505","SAMN02899864 ","PRJNA254113","GCA_000818175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/175/GCA_000818175.1_ASM81817v1"
497,"Streptomyces sp. 150FB","150FB","SAMN03217757 ","PRJNA268284","GCA_000818195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/195/GCA_000818195.1_Streptomyces_species_150FB_genome_v1"
498,"Streptomyces rimosus subsp. rimosus","NRRL WC-3929","SAMN02645530 ","PRJNA238534","GCA_000721665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/721/665/GCA_000721665.1_ASM72166v1"
499,"Streptomyces rimosus subsp. rimosus","NRRL WC-3909","SAMN02900601 ","PRJNA238534","GCA_001279015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/015/GCA_001279015.1_ASM127901v1"
500,"Streptomyces sp. Tu6071","Tu6071","SAMN02470040 ","PRJNA63579","GCA_000213055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/055/GCA_000213055.1_ASM21305v1"
501,"Streptomyces sp. WMMB 714","WMMB 714","SAMN02745759 ","PRJNA187214","GCA_000964305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/964/305/GCA_000964305.1_ASM96430v1"
502,"Streptomyces rimosus subsp. rimosus","NRRL WC-3869","SAMN02900603 ","PRJNA238534","GCA_001279065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/065/GCA_001279065.1_ASM127906v1"
503,"Streptomyces rimosus subsp. rimosus","NRRL WC-3875","SAMN02900604 ","PRJNA238534","GCA_001279075.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/075/GCA_001279075.1_ASM127907v1"
504,"Streptomyces sp. NBRC 109706","NBRC 109706","SAMD00020841 ","PRJDB3174","GCA_000974485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/485/GCA_000974485.1_ASM97448v1"
505,"Streptomyces sp. CNQ-509","CNQ-509","SAMN03699827 ","PRJNA284218","GCA_001011035.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/011/035/GCA_001011035.1_ASM101103v1"
506,"Streptomyces rimosus subsp. rimosus","NRRL WC-3899","SAMN02900607 ","PRJNA238534","GCA_001279095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/095/GCA_001279095.1_ASM127909v1"
507,"Streptomyces rimosus subsp. rimosus","NRRL WC-3873","SAMN02900605 ","PRJNA238534","GCA_001279105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/105/GCA_001279105.1_ASM127910v1"
508,"Streptomyces sp. SBT349","SBT349","SAMN03468208 ","PRJNA280805","GCA_001083795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/083/795/GCA_001083795.1_Nocardiopsis_sp_SBT349_SPAdes_SSPACE"
509,"Streptomyces sp. WM6378","WM6378","SAMN02900619 ","PRJNA238534","GCA_001279695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/695/GCA_001279695.1_ASM127969v1"
510,"Streptomyces rimosus subsp. pseudoverticillatus","NRRL WC-3896","SAMN02900609 ","PRJNA238534","GCA_001279345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/345/GCA_001279345.1_ASM127934v1"
511,"Streptomyces rimosus subsp. rimosus","NRRL WC-3898","SAMN02900608 ","PRJNA238534","GCA_001279375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/375/GCA_001279375.1_ASM127937v1"
512,"Streptomyces sp. WM4235","WM4235","SAMN02900620 ","PRJNA238534","GCA_001279725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/725/GCA_001279725.1_ASM127972v1"
513,"Streptomyces sp. AS58","AS58","SAMN02900640 ","PRJNA238534","GCA_001279985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/985/GCA_001279985.1_ASM127998v1"
514,"Streptomyces rimosus subsp. rimosus","NRRL WC-3897","SAMN02900606 ","PRJNA238534","GCA_001507395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/395/GCA_001507395.1_ASM150739v1"
515,"Streptomyces rimosus R6-500","R6-500","SAMN02721380 ","PRJNA227408","GCA_000707925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/707/925/GCA_000707925.1_r6_51"
516,"Streptomyces sp. TP-A0875","TP-A0875","SAMD00035869 ","PRJDB4101","GCA_001293595.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/595/GCA_001293595.1_ASM129359v1"
517,"Streptomyces sp. JHA19","JHA19","SAMD00023446 ","PRJDB3332","GCA_001417695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/417/695/GCA_001417695.1_ASM141769v1"
518,"Streptomyces rimosus","R6-500MV9","SAMN02730067 ","PRJNA242829","GCA_000707945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/707/945/GCA_000707945.1_mv9-51"
519,"Streptomyces rimosus","R6-500MV9-R8","SAMN02730068 ","PRJNA242833","GCA_000707965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/707/965/GCA_000707965.1_rev-51"
520,"Streptomyces sp. TP-A0356","TP-A0356","SAMD00035865 ","PRJDB4098","GCA_001417775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/417/775/GCA_001417775.1_ASM141777v1"
521,"Streptomyces sp. WMMB 322","WMMB 322","SAMN02745757 ","PRJNA187213","GCA_001418285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/418/285/GCA_001418285.1_ASM141828v1"
524,"Streptomyces sp. CdTB01","CdTB01","SAMN04235813 ","PRJNA302338","GCA_001484565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/565/GCA_001484565.1_ASM148456v1"
525,"Streptomyces sp. NRRL F-5122","NRRL F-5122","SAMN03327488 ","PRJNA238534","GCA_001507435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/435/GCA_001507435.1_ASM150743v1"
526,"Streptomyces sp. LaPpAH-95","LaPpAH-95","SAMN02441060 ","PRJNA169759","GCA_000375725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/725/GCA_000375725.1_ASM37572v1"
527,"Streptomyces sp. HmicA12","HmicA12","SAMN02440430 ","PRJNA169744","GCA_000373565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/565/GCA_000373565.1_ASM37356v1"
528,"Streptomyces sp. BoleA5","BoleA5","SAMN02441703 ","PRJNA169757","GCA_000373665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/665/GCA_000373665.1_ASM37366v1"
529,"Streptomyces sp. CNT372","CNT372","SAMN02441678 ","PRJNA175194","GCA_000377145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/145/GCA_000377145.1_ASM37714v1"
530,"Streptomyces sp. CNT302","CNT302","SAMN02441002 ","PRJNA177735","GCA_000377525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/525/GCA_000377525.1_ASM37752v1"
531,"Streptomyces sp. AA0539","AA0539","SAMN02470042 ","PRJNA170575","GCA_000297635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/635/GCA_000297635.1_ASM29763v1"
532,"Streptomyces sp. SAT1","SAT1","SAMN05161780 ","PRJNA321638","GCA_001654495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/495/GCA_001654495.1_ASM165449v1"
533,"Streptomyces sp. SirexAA-E","SirexAA-E","SAMN02232054 ","PRJNA38225","GCA_000177195.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/195/GCA_000177195.2_ASM17719v2"
534,"Streptomyces sp. PAMC 26508","PAMC 26508","SAMN01821993 ","PRJNA182709","GCA_000364805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/805/GCA_000364805.1_ASM36480v1"
535,"Streptomyces sp. Mg1","Mg1","SAMN02471086 ","PRJNA207881","GCA_000412265.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/265/GCA_000412265.2_ASM41226v2"
536,"Streptomyces sp. CCM_MD2014","CCM_MD2014","SAMN03106103 ","PRJNA263735","GCA_000772045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/045/GCA_000772045.1_ASM77204v1"
537,"Streptomyces sp. 769","769","SAMN03275450 ","PRJNA182073","GCA_000816025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/025/GCA_000816025.1_ASM81602v1"
538,"Streptomyces sp. CFMR 7","CFMR-7","SAMN03463183 ","PRJNA282459","GCA_001278095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/095/GCA_001278095.1_ASM127809v1"
539,"Streptomyces sp. FR-008","FR-008","SAMN03120580 ","PRJNA264353","GCA_001431765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/765/GCA_001431765.1_ASM143176v1"
540,"Streptomyces sp. 4F","4F","SAMN04245816 ","PRJNA301391","GCA_001484705.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/705/GCA_001484705.1_ASM148470v1"
541,"Streptomyces sp. S10(2016)","S10","SAMN04592628 ","PRJNA316940","GCA_001611795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/795/GCA_001611795.1_ASM161179v1"
542,"Streptomyces sp. RTd22","RTd22","SAMN04901306 ","PRJNA320307","GCA_001650215.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/650/215/GCA_001650215.1_ASM165021v1"
543,"Streptomyces sp. GBA 94-10","GBA 94-10","SAMN02469388 ","PRJNA171847","GCA_000495635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/635/GCA_000495635.1_GBA94-10.20"
544,"Streptomyces sp. PVA 94-07","PVA 94-07","SAMN02469391 ","PRJNA171846","GCA_000495755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/755/GCA_000495755.1_PVA94-07.23"
549,"Streptomyces sp. C","C","SAMN02595298 ","PRJNA33601","GCA_000158895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/895/GCA_000158895.1_ASM15889v1"
550,"Streptomyces sp. ACT-1","XylebKG-1","SAMN00713595 ","PRJNA38279","GCA_000177175.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/175/GCA_000177175.2_ASM17717v2"
551,"Streptomyces sp. S4","S4","SAMEA2272132 ","PRJEA66093","GCA_000297715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/715/GCA_000297715.1_ASM29771v1"
552,"Streptomyces sp. SS","SS","SAMN02469976 ","PRJNA159633","GCA_000302615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/302/615/GCA_000302615.1_ASM30261v1"
553,"Streptomyces sp. CNS615","CNS615","SAMN02441407 ","PRJNA178490","GCA_000365385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/385/GCA_000365385.1_ASM36538v1"
554,"Streptomyces sp. LaPpAH-202","LaPpAH-202","SAMN02441710 ","PRJNA169720","GCA_000373225.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/225/GCA_000373225.1_ASM37322v1"
555,"Streptomyces sp. CcalMP-8W","CcalMP-8W","SAMN02441713 ","PRJNA169725","GCA_000373305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/305/GCA_000373305.1_ASM37330v1"
556,"Streptomyces sp. ScaeMP-e10","ScaeMP-e10","SAMN02441715 ","PRJNA169733","GCA_000373405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/405/GCA_000373405.1_ASM37340v1"
557,"Streptomyces sp. FxanaD5","FxanaD5","SAMN02441716 ","PRJNA169738","GCA_000373465.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/465/GCA_000373465.1_ASM37346v1"
558,"Streptomyces sp. LaPpAH-165","LaPpAH-165","SAMN02440428 ","PRJNA169742","GCA_000373525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/525/GCA_000373525.1_ASM37352v1"
559,"Streptomyces sp. MspMP-M5","MspMP-M5","SAMN02440431 ","PRJNA169745","GCA_000373585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/585/GCA_000373585.1_ASM37358v1"
560,"Streptomyces sp. LaPpAH-108","LaPpAH-108","SAMN02441702 ","PRJNA169751","GCA_000373625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/625/GCA_000373625.1_ASM37362v1"
561,"Streptomyces sp. ATexAB-D23","ATexAB-D23","SAMN02441037 ","PRJNA169754","GCA_000373645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/645/GCA_000373645.1_ASM37364v1"
562,"Streptomyces sp. PsTaAH-124","PsTaAH-124","SAMN02441038 ","PRJNA169758","GCA_000373685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/685/GCA_000373685.1_ASM37368v1"
563,"Streptomyces sp. CNQ766","CNQ766","SAMN02440453 ","PRJNA175192","GCA_000377105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/105/GCA_000377105.1_ASM37710v1"
564,"Streptomyces sp. CNS335","CNS335","SAMN02440454 ","PRJNA175193","GCA_000377125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/125/GCA_000377125.1_ASM37712v1"
565,"Streptomyces sp. CNY243","CNY243","SAMN02441361 ","PRJNA175195","GCA_000377165.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/165/GCA_000377165.1_ASM37716v1"
566,"Streptomyces sp. CNY228","CNY228","SAMN02441350 ","PRJNA177736","GCA_000377545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/545/GCA_000377545.1_ASM37754v1"
567,"Streptomyces sp. CNB091","CNB091","SAMN02441673 ","PRJNA178488","GCA_000377965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/965/GCA_000377965.1_ASM37796v1"
568,"Streptomyces sp. 303MFCol5.2","303MFCol5.2","SAMN02441630 ","PRJNA187949","GCA_000383635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/383/635/GCA_000383635.1_ASM38363v1"
569,"Streptomyces sp. 351MFTsu5.1","351MFTsu5.1","SAMN02441631 ","PRJNA187950","GCA_000383655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/383/655/GCA_000383655.1_ASM38365v1"
570,"Streptomyces sp. Amel2xE9","Amel2xE9","SAMN02441313 ","PRJNA169737","GCA_000383935.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/383/935/GCA_000383935.1_ASM38393v1"
571,"Streptomyces sp. HGB0020","HGB0020","SAMN02596734 ","PRJNA72491","GCA_000411315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/315/GCA_000411315.1_Stre_sp_HGB0020_V1"
572,"Streptomyces sp. HPH0547","HPH0547","SAMN02596979 ","PRJNA169487","GCA_000411495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/495/GCA_000411495.1_Stre_sp_HPH0547_V1"
573,"Streptomyces sp. CNQ865","CNQ865","SAMN02441151 ","PRJNA187953","GCA_000424805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/805/GCA_000424805.1_ASM42480v1"
574,"Streptomyces sp. TAA486","TAA486","SAMN02440637 ","PRJNA190864","GCA_000426165.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/165/GCA_000426165.1_ASM42616v1"
575,"Streptomyces sp. CNQ329","CNQ329","SAMN02441102 ","PRJNA190863","GCA_000482585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/482/585/GCA_000482585.1_ASM48258v1"
576,"Streptomyces sp. DpondAA-B6","DpondAA-B6","SAMN02597209 ","PRJNA195846","GCA_000514055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/514/055/GCA_000514055.1_ASM51405v1"
